date,interviewer,task,bundle_id,list_code,sfh_bundle_total
2025-10-18,A,D2DS,2494,30,64
2025-10-18,B,D2DS,2549,30,70
2025-10-18,C,D2DS,2283,30,84
2025-10-18,D,D2DS,2134,30,76
2025-10-18,A,DH,1734,30,114
2025-10-18,B,DH,1624,30,111
2025-10-18,C,DH,1930,30,97
2025-10-18,D,DH,1736,30,103
