date,interviewer,task,bundle_id,list_code,sfh_bundle_total
2025-10-29,A,D2DS,3175,30,10
2025-10-29,B,D2DS,3061,30,15
2025-10-29,C,D2DS,2046,30,176
2025-10-29,D,D2DS,1850,30,104
2025-10-29,A,DH,2519,30,65
2025-10-29,B,DH,2537,30,52
2025-10-29,C,DH,2531,30,51
2025-10-29,D,DH,2524,30,84
