date,interviewer,task,bundle_id,list_code,sfh_bundle_total
2026-02-07,A,DH,133,30,86
2026-02-07,A,D2DS,5935,30,86
2026-02-07,B,DH,3259,30,86
2026-02-07,B,D2DS,5905,30,42
2026-02-07,C,DH,3133,30,87
2026-02-07,C,D2DS,5990,30,84
2026-02-07,D,DH,5190,30,88
2026-02-07,D,D2DS,2403,30,81
2026-02-07,E,DH,54,30,86
2026-02-07,E,D2DS,292,30,82
2026-02-07,F,DH,5308,30,74
2026-02-07,F,D2DS,383,30,86
